0,34.31151242,34.31151242,31.37697517
0.14,34.71882641,34.22982885,31.05134474
0.28,35.19417476,33.98058252,30.82524272
0.56,35.8276644,33.5600907,30.6122449
1.12,37.69230769,33.33333333,28.97435897
